id,booking_status_pred,Cancellation_prob
49642,0,4.067084e-05
49643,0,0.17330214
49644,0,0.13064231
49645,0,0.041522976
49646,1,0.9080546
49647,1,0.89157075
49648,1,0.83638877
49649,0,0.15262489
49650,1,0.8381451
49651,0,0.15888417
49652,0,0.11971763
49653,0,0.098922946
49654,1,0.9230505
49655,1,0.8678436
49656,0,0.15373525
49657,0,0.0857683
49658,1,0.82664245
49659,1,0.89981955
49660,0,0.00014653704
49661,0,0.21286595
49662,0,0.012505653
49663,0,0.48758262
49664,0,0.19426252
49665,1,0.7708498
49666,0,0.14159103
49667,1,0.7388318
49668,1,0.57086796
49669,0,0.009390283
49670,0,0.45365357
49671,0,0.3633072
49672,0,0.029362641
49673,0,0.13536249
49674,1,0.7935568
49675,1,0.86039305
49676,0,0.4070399
49677,1,0.65233475
49678,0,0.014816754
49679,1,0.78469884
49680,1,0.5248729
49681,1,0.8819382
49682,0,0.13256375
49683,1,0.6207833
49684,1,0.7268339
49685,1,0.54105556
49686,0,0.46528944
49687,0,0.01191893
49688,0,3.343954e-10
49689,0,0.14930621
49690,1,0.961564
49691,1,0.9034051
49692,0,0.3802469
49693,1,0.5700919
49694,0,0.16777214
49695,1,0.67109555
49696,0,0.08211087
49697,0,0.032963537
49698,1,0.9055026
49699,0,0.39502054
49700,0,0.19346322
49701,1,0.66836405
49702,0,0.039085425
49703,0,0.17474003
49704,1,0.648191
49705,0,0.45843145
49706,0,0.19042557
49707,1,0.67173624
49708,0,0.15552467
49709,0,0.185036
49710,0,0.32273823
49711,0,0.2329018
49712,0,0.21065344
49713,0,0.058615495
49714,0,0.21507728
49715,0,0.43789464
49716,0,0.44098458
49717,0,0.21358825
49718,1,0.53899366
49719,1,0.6019984
49720,0,0.26795506
49721,0,0.09042025
49722,1,0.9230691
49723,0,0.14645968
49724,0,0.07691438
49725,1,0.70366514
49726,0,0.2265603
49727,0,0.064108826
49728,1,0.7562816
49729,1,0.9178112
49730,1,0.66293573
49731,1,0.81620497
49732,1,0.5555094
49733,0,0.25120065
49734,1,0.7397148
49735,0,0.2280001
49736,1,0.7610842
49737,0,0.18042688
49738,1,0.5060565
49739,0,0.026734611
49740,0,0.058381245
49741,0,0.12056829
49742,0,0.0041149207
49743,1,0.8627996
49744,0,0.49351287
49745,1,0.59831625
49746,0,0.16008191
49747,1,0.8085723
49748,1,0.79568195
49749,0,0.08497862
49750,0,0.18467411
49751,0,0.17226785
49752,0,0.10061627
49753,0,0.012430697
49754,1,0.92979354
49755,0,0.20392409
49756,0,0.22811338
49757,1,0.9482861
49758,0,0.19148219
49759,1,0.7453107
49760,1,0.6254414
49761,0,0.054446116
49762,0,0.32629853
49763,0,0.25220937
49764,1,0.9450288
49765,1,0.500812
49766,1,0.73541915
49767,0,0.30598772
49768,1,0.8183102
49769,1,0.5300999
49770,1,0.9190591
49771,0,0.17026155
49772,0,0.11507405
49773,0,0.013219905
49774,0,0.1808546
49775,0,0.40922007
49776,0,3.60613e-05
49777,0,0.008037969
49778,0,0.29784966
49779,0,0.32733136
49780,1,0.8608779
49781,0,0.0043359236
49782,0,0.19007933
49783,1,0.9325623
49784,0,0.4392094
49785,1,0.52057153
49786,1,0.52861196
49787,1,0.7898731
49788,0,0.1716747
49789,0,0.2240438
49790,1,0.7958722
49791,0,0.22966035
49792,0,0.05267625
49793,1,0.71966416
49794,1,0.51607454
49795,0,0.037691478
49796,0,0.4882072
49797,1,0.8636533
49798,1,0.6088421
49799,0,0.015963824
49800,0,0.44159788
49801,1,0.83093446
49802,0,8.807502e-05
49803,0,0.028039971
49804,1,0.64570147
49805,0,0.019599723
49806,0,0.24766846
49807,1,0.7581383
49808,1,0.93133515
49809,0,0.4942281
49810,0,0.31813514
49811,1,0.9490439
49812,1,0.6302471
49813,1,0.92948186
49814,0,0.16798821
49815,0,0.41568986
49816,0,0.49201128
49817,0,0.055703633
49818,1,0.9253024
49819,1,0.7606812
49820,0,0.19787449
49821,1,0.77528334
49822,1,0.8975478
49823,1,0.91491413
49824,0,0.021994619
49825,0,0.36504427
49826,0,0.02788966
49827,0,0.1582204
49828,0,0.09437891
49829,1,0.5972121
49830,1,0.6599817
49831,1,0.5214624
49832,1,0.6186156
49833,1,0.5476402
49834,0,0.33916554
49835,1,0.7881005
49836,0,0.0027366024
49837,0,0.0002565753
49838,0,0.2516438
49839,0,0.3540889
49840,0,0.013542936
49841,0,0.06480101
49842,0,0.040331025
49843,0,0.15815514
49844,0,0.20042813
49845,0,0.31646484
49846,0,0.4578955
49847,1,0.90890557
49848,1,0.9336903
49849,1,0.8278568
49850,0,0.09575771
49851,1,0.7681587
49852,0,0.022811128
49853,0,0.05722267
49854,1,0.6252771
49855,0,0.09442207
49856,0,0.26450783
49857,0,0.46333623
49858,1,0.5740669
49859,1,0.9443652
49860,1,0.59476256
49861,0,0.09521623
49862,0,0.49983063
49863,1,0.80368286
49864,0,0.03107892
49865,0,0.047685478
49866,1,0.87956744
49867,0,0.12497796
49868,1,0.8969534
49869,0,0.046774365
49870,1,0.6918042
49871,0,0.026027163
49872,1,0.7862467
49873,0,0.0075239865
49874,0,0.3550587
49875,1,0.74175
49876,1,0.54883444
49877,1,0.7768669
49878,1,0.64840776
49879,0,0.06803743
49880,0,0.15795419
49881,0,0.32848427
49882,0,0.100301154
49883,0,0.22166319
49884,0,0.1466852
49885,1,0.78752935
49886,0,0.13609426
49887,0,0.075379625
49888,0,0.05621914
49889,0,0.17150533
49890,1,0.8861525
49891,1,0.7204746
49892,0,1.3309029e-05
49893,1,0.9480854
49894,0,0.11827174
49895,1,0.9688583
49896,0,0.10210383
49897,0,0.3615829
49898,1,0.7947189
49899,0,0.41555423
49900,1,0.766437
49901,1,0.7659772
49902,1,0.5886879
49903,0,0.22696541
49904,0,0.010092334
49905,1,0.8521558
49906,0,0.07934043
49907,0,0.08109234
49908,1,0.76695037
49909,0,0.25083566
49910,1,0.8436999
49911,0,0.024643384
49912,0,0.06363991
49913,0,0.3836602
49914,0,0.0017571277
49915,0,0.16426721
49916,1,0.5255667
49917,1,0.82782954
49918,0,0.43170574
49919,0,0.05189042
49920,0,0.13014561
49921,0,6.4183405e-05
49922,0,0.0023230596
49923,0,0.12079057
49924,0,0.25737447
49925,0,0.41825697
49926,0,0.17322975
49927,1,0.88662565
49928,1,0.77474153
49929,0,0.044876814
49930,1,0.73376966
49931,0,0.0516411
49932,0,0.12480345
49933,0,0.18844639
49934,0,0.008143757
49935,1,0.8488629
49936,1,0.8145663
49937,0,0.315899
49938,0,0.36299804
49939,0,0.27781317
49940,0,0.42373866
49941,0,0.23027931
49942,0,0.32134232
49943,1,0.7193673
49944,1,0.7252796
49945,0,0.0022458578
49946,0,0.17043827
49947,1,0.864763
49948,1,0.7665747
49949,0,0.03264599
49950,0,0.495159
49951,1,0.59626096
49952,0,0.05540498
49953,0,0.014682344
49954,0,0.15741858
49955,0,0.08546277
49956,0,0.10836897
49957,0,0.00725853
49958,1,0.855306
49959,0,0.120237365
49960,1,0.8937523
49961,0,0.08007399
49962,1,0.7578742
49963,1,0.5090197
49964,0,0.1669242
49965,0,0.026078992
49966,0,0.06548653
49967,1,0.71744263
49968,1,0.7128193
49969,0,0.27506977
49970,0,0.029844163
49971,0,0.3231107
49972,0,0.04094093
49973,0,0.10222462
49974,0,0.087518685
49975,1,0.7425705
49976,0,0.057347566
49977,1,0.75375116
49978,0,0.08399142
49979,0,0.022323254
49980,1,0.63770646
49981,0,0.022161668
49982,0,0.012666118
49983,1,0.7343415
49984,1,0.50529486
49985,1,0.6569755
49986,0,0.38918352
49987,1,0.52959764
49988,0,0.27102017
49989,0,0.0374085
49990,1,0.95302474
49991,1,0.8391661
49992,0,0.007890734
49993,0,0.35887283
49994,1,0.9123462
49995,1,0.7665321
49996,1,0.67404276
49997,1,0.60205555
49998,1,0.6323435
49999,0,0.34657994
50000,1,0.7678586
50001,1,0.77059233
50002,1,0.6168304
50003,1,0.7837892
50004,0,0.2173495
50005,1,0.7152527
50006,0,0.024536842
50007,0,0.2626015
50008,1,0.785561
50009,1,0.9231307
50010,0,0.006163081
50011,1,0.66002876
50012,0,0.0029526283
50013,0,0.311663
50014,0,0.105541654
50015,0,0.40120435
50016,1,0.6434277
50017,0,2.6966386e-08
50018,0,0.13175116
50019,0,0.016809847
50020,0,0.053630285
50021,0,0.41778737
50022,0,0.20385979
50023,0,0.2560471
50024,1,0.82104075
50025,1,0.58572274
50026,0,0.4552887
50027,1,0.93051535
50028,1,0.8367138
50029,0,0.33421353
50030,0,0.183741
50031,0,0.0040387544
50032,1,0.8000563
50033,1,0.84288734
50034,1,0.777923
50035,0,0.18806562
50036,0,0.25173056
50037,1,0.77006066
50038,0,0.4430648
50039,0,0.390101
50040,0,0.41620514
50041,0,0.284189
50042,1,0.82503754
50043,0,0.4317075
50044,0,0.04144998
50045,0,0.17916052
50046,1,0.7667203
50047,1,0.66148376
50048,0,0.008559775
50049,0,0.38237187
50050,1,0.72103566
50051,0,0.34908205
50052,1,0.59045726
50053,1,0.8288558
50054,1,0.68272215
50055,1,0.93351483
50056,0,0.024192302
50057,0,0.3165844
50058,0,0.4667518
50059,0,0.42565274
50060,0,0.15320759
50061,0,0.0015004127
50062,0,0.027911743
50063,0,0.11667504
50064,0,0.005626081
50065,1,0.7888784
50066,1,0.9421263
50067,0,0.40239298
50068,0,1.0077276e-06
50069,1,0.59849113
50070,1,0.95723027
50071,0,0.30124432
50072,1,0.95331836
50073,1,0.6208451
50074,0,0.04513804
50075,0,0.018622428
50076,1,0.79022807
50077,1,0.7622226
50078,1,0.92801344
50079,0,0.3104483
50080,0,0.2544352
50081,0,0.12481557
50082,0,0.06313239
50083,0,0.46578395
50084,0,0.07841834
50085,0,0.092083484
50086,0,0.020147305
50087,0,0.4400456
50088,0,0.004175087
50089,0,0.10192766
50090,0,0.41018322
50091,0,1.011991e-05
50092,0,0.3653279
50093,0,0.23705874
50094,0,0.00750528
50095,1,0.793283
50096,0,0.4028843
50097,0,0.37410071
50098,1,0.9295371
50099,0,0.24097222
50100,0,0.10261394
50101,1,0.8403191
50102,0,0.06404634
50103,1,0.80033606
50104,1,0.59964925
50105,0,0.4648004
50106,0,0.07430356
50107,0,0.4151487
50108,0,0.49037552
50109,1,0.7567419
50110,1,0.87978846
50111,0,0.12855056
50112,0,0.1528784
50113,1,0.52404785
50114,1,0.5041551
50115,1,0.7790511
50116,1,0.78070295
50117,0,0.058599915
50118,0,0.36241123
50119,1,0.5232371
50120,0,0.12898752
50121,1,0.6520378
50122,0,0.01072166
50123,1,0.86106825
50124,0,0.029319964
50125,1,0.75620204
50126,0,0.054936796
50127,0,1.48609415e-05
50128,1,0.8877996
50129,0,0.28861892
50130,1,0.52661943
50131,0,0.12917307
50132,0,0.38052416
50133,1,0.8435026
50134,0,0.03246286
50135,0,0.45304513
50136,1,0.9175598
50137,0,0.1515111
50138,0,0.1033112
50139,1,0.5607734
50140,1,0.91732097
50141,0,0.29075587
50142,0,0.14311865
50143,0,0.02947709
50144,1,0.72114986
50145,0,0.065924875
50146,1,0.6995683
50147,1,0.8338114
50148,0,0.043973055
50149,0,0.005303683
50150,0,0.4771718
50151,1,0.7627699
50152,0,0.26810274
50153,0,0.08997396
50154,1,0.69682556
50155,0,0.28859997
50156,1,0.8504731
50157,1,0.87079793
50158,0,0.15121275
50159,0,0.008300021
50160,0,0.035174
50161,0,0.08731572
50162,0,0.23620903
50163,1,0.8177218
50164,0,0.05487736
50165,0,0.49042097
50166,1,0.82525986
50167,1,0.5605889
50168,0,0.003149003
50169,0,0.27138022
50170,0,0.04382964
50171,0,0.09735798
50172,0,0.113201454
50173,0,0.13399082
50174,1,0.95568746
50175,0,0.10596062
50176,0,0.0005120592
50177,1,0.53731537
50178,0,0.38657826
50179,1,0.68328565
50180,0,0.19657665
50181,0,0.16245347
50182,0,0.10384748
50183,1,0.7816116
50184,1,0.5938615
50185,1,0.57830006
50186,0,0.47460192
50187,1,0.85063344
50188,0,0.078722164
50189,0,8.7699425e-21
50190,0,0.07176956
50191,1,0.585635
50192,1,0.7542779
50193,0,0.1052685
50194,0,0.30736962
50195,0,0.43119594
50196,1,0.75942534
50197,1,0.7201843
50198,0,0.23602347
50199,1,0.7434738
50200,0,0.059861593
50201,1,0.77916175
50202,1,0.7403153
50203,0,0.37813723
50204,0,0.28214028
50205,0,0.031063812
50206,1,0.84716195
50207,1,0.8353631
50208,0,0.12630257
50209,0,0.3704832
50210,0,0.37071845
50211,0,0.21057628
50212,0,0.17138115
50213,0,0.2020808
50214,0,0.047740992
50215,1,0.87607753
50216,0,0.31000307
50217,0,0.42262763
50218,1,0.53248256
50219,0,0.43962383
50220,1,0.78995705
50221,0,0.2698682
50222,1,0.67913514
50223,0,0.41215703
50224,1,0.7488506
50225,0,0.10274889
50226,0,0.26274198
50227,0,0.13999121
50228,1,0.51690596
50229,1,0.66767955
50230,0,0.31943014
50231,0,5.008864e-09
50232,1,0.7942602
50233,1,0.95311147
50234,1,0.6339836
50235,1,0.6539824
50236,0,0.084339365
50237,1,0.9010333
50238,0,0.0365731
50239,0,0.12022902
50240,0,0.030450784
50241,1,0.9124038
50242,1,0.8043379
50243,1,0.76256967
50244,0,0.054958798
50245,0,0.49502656
50246,1,0.7988087
50247,0,0.4394605
50248,1,0.96046185
50249,0,0.13308617
50250,1,0.75673914
50251,1,0.74190444
50252,0,0.0561172
50253,0,0.0083199125
50254,1,0.5554658
50255,0,0.3202614
50256,0,0.4120377
50257,0,0.1963742
50258,1,0.8439043
50259,0,0.48493528
50260,0,0.32427588
50261,0,0.1372429
50262,1,0.8782857
50263,0,0.0892623
50264,0,0.47054508
50265,0,0.122359805
50266,0,0.06582605
50267,1,0.9313832
50268,0,0.011050383
50269,0,0.2280885
50270,0,0.28870443
50271,0,0.3842015
50272,0,0.4785634
50273,1,0.92484653
50274,0,0.46380782
50275,1,0.8619509
50276,1,0.77922016
50277,1,0.5137558
50278,0,0.022511993
50279,0,0.3950853
50280,0,0.14325523
50281,0,0.022767844
50282,0,0.3901553
50283,1,0.85292697
50284,0,0.112119816
50285,0,0.30736813
50286,0,0.38567656
50287,0,0.42653257
50288,1,0.8056204
50289,0,0.045370925
50290,0,0.42102286
50291,0,0.24441966
50292,1,0.5124657
50293,0,0.11527836
50294,0,0.11002081
50295,0,0.06320229
50296,1,0.70123833
50297,0,0.45651668
50298,1,0.6454631
50299,1,0.8640133
50300,1,0.5760347
50301,1,0.70989925
50302,0,0.32583603
50303,1,0.77249783
50304,0,0.2529715
50305,1,0.7788237
50306,1,0.6617721
50307,0,0.08719168
50308,0,0.28123316
50309,0,0.440005
50310,0,0.49881947
50311,0,0.08567795
50312,1,0.5134755
50313,1,0.83263224
50314,1,0.7816486
50315,0,0.048023354
50316,0,0.2004844
50317,0,0.14995702
50318,0,0.05166887
50319,0,0.048596904
50320,0,0.18034652
50321,0,0.26791865
50322,0,0.0063753827
50323,0,0.24030618
50324,0,0.113461
50325,0,0.3296625
50326,0,0.09301241
50327,0,0.4971443
50328,0,0.10649621
50329,1,0.6662139
50330,1,0.9545624
50331,0,0.48098123
50332,1,0.9381588
50333,0,0.00030214788
50334,1,0.762076
50335,0,0.030571768
50336,0,0.42638242
50337,1,0.7184013
50338,0,0.40694794
50339,1,0.9194151
50340,0,0.13706747
50341,1,0.80300933
50342,0,0.020500261
50343,0,0.31233573
50344,0,0.0733026
50345,0,0.022818753
50346,0,0.2705679
50347,0,0.001470474
50348,0,0.026740948
50349,1,0.73287696
50350,0,0.34805593
50351,0,0.43315968
50352,0,0.31379268
50353,0,0.20051052
50354,0,0.06873019
50355,0,0.21954209
50356,0,0.112940624
50357,1,0.65922886
50358,1,0.8484896
50359,1,0.68931067
50360,0,0.24338691
50361,1,0.7152438
50362,0,0.17150322
50363,0,0.49583802
50364,0,0.2851778
50365,1,0.76129866
50366,0,0.24670376
50367,0,0.11207374
50368,1,0.7584795
50369,0,0.09854782
50370,0,0.13944504
50371,0,0.01028534
50372,0,0.16299137
50373,1,0.58859414
50374,0,0.008524971
50375,1,0.85690415
50376,1,0.57402945
50377,0,0.2952729
50378,1,0.5180795
50379,0,0.26565257
50380,0,0.01347737
50381,1,0.9246852
50382,1,0.8668591
50383,0,0.2579288
50384,1,0.9159333
50385,1,0.71560746
50386,1,0.9271193
50387,1,0.76639307
50388,1,0.931687
50389,0,0.47511274
50390,0,0.0024074616
50391,0,0.05275268
50392,0,0.087757796
50393,1,0.7567204
50394,1,0.73581433
50395,0,0.3745287
50396,0,0.18614444
50397,1,0.56144774
50398,0,0.40515372
50399,0,0.34345037
50400,0,0.054139752
50401,0,1.5832022e-23
50402,0,0.08946548
50403,0,0.11485968
50404,0,0.12185666
50405,0,0.2584179
50406,0,0.42849344
50407,0,0.33704194
50408,0,0.14477098
50409,1,0.52504754
50410,1,0.9417501
50411,0,0.35075253
50412,0,0.4839161
50413,1,0.87260276
50414,0,0.119113564
50415,1,0.86404663
50416,1,0.8225405
50417,0,0.05642963
50418,0,0.0008617415
50419,0,0.28219873
50420,0,0.011203067
50421,1,0.9391134
50422,1,0.5053719
50423,0,0.08821853
50424,1,0.8296735
50425,1,0.7565939
50426,0,0.12688577
50427,0,0.11826939
50428,0,0.14231919
50429,0,0.08013093
50430,1,0.55017364
50431,0,0.1499216
50432,1,0.5793199
50433,1,0.8720727
50434,0,0.23730652
50435,1,0.5002755
50436,1,0.8974187
50437,0,0.2568943
50438,0,0.2735586
50439,0,0.29379448
50440,1,0.5696338
50441,0,0.3998898
50442,0,0.012293738
50443,1,0.5764951
50444,1,0.9170659
50445,1,0.50598305
50446,0,0.30179325
50447,0,0.053744446
50448,0,0.002895312
50449,1,0.65291435
50450,0,2.0114763e-05
50451,0,0.110982604
50452,0,0.37520865
50453,1,0.75511616
50454,0,0.17401545
50455,1,0.91308767
50456,0,0.46031758
50457,0,0.05755067
50458,1,0.9361061
50459,0,0.29005182
50460,0,0.37192518
50461,0,0.098081395
50462,1,0.6763802
50463,1,0.90209967
50464,0,0.43653268
50465,0,0.0731654
50466,0,0.06303068
50467,0,0.33084476
50468,0,0.14334552
50469,0,0.0028397876
50470,0,0.0051060454
50471,0,0.09889749
50472,0,0.010684737
50473,0,0.0073788655
50474,1,0.7812342
50475,0,0.20074609
50476,0,0.06875173
50477,0,0.03305336
50478,0,0.16164379
50479,1,0.8052094
50480,1,0.8333778
50481,0,0.2398455
50482,1,0.93718415
50483,0,0.43244824
50484,1,0.74206716
50485,0,0.13966009
50486,1,0.5346484
50487,0,0.15246503
50488,0,0.35972396
50489,0,0.17471366
50490,0,0.049727604
50491,1,0.8318635
50492,1,0.77854383
50493,1,0.7028545
50494,1,0.5498123
50495,0,0.25179678
50496,1,0.71374094
50497,1,0.7272916
50498,1,0.78149587
50499,1,0.7455301
50500,1,0.6911938
50501,0,0.25089985
50502,0,0.45605046
50503,1,0.6730408
50504,1,0.76560557
50505,0,0.122986995
50506,0,0.3329224
50507,0,0.4625999
50508,0,0.2819982
50509,0,0.00042840996
50510,0,0.2709839
50511,1,0.75998294
50512,0,0.124613866
50513,1,0.7807044
50514,0,0.05152997
50515,0,0.2959856
50516,1,0.72602814
50517,0,0.37609684
50518,0,0.41166648
50519,1,0.8109869
50520,1,0.507095
50521,1,0.84050345
50522,1,0.90957475
50523,1,0.7610455
50524,0,0.09942857
50525,0,0.04045373
50526,0,0.25216806
50527,0,0.07803712
50528,1,0.5185741
50529,1,0.6280808
50530,0,0.18693453
50531,0,0.051672924
50532,0,0.4911185
50533,1,0.9322014
50534,1,0.6609298
50535,0,0.21229051
50536,0,0.23362558
50537,0,0.065440945
50538,0,0.058652416
50539,0,0.20234932
50540,1,0.7176953
50541,1,0.7848182
50542,1,0.56859756
50543,0,0.0018013659
50544,0,0.07021063
50545,0,0.21347573
50546,1,0.74988496
50547,1,0.8364459
50548,0,0.43294615
50549,0,0.29815722
50550,1,0.81317604
50551,1,0.79442674
50552,1,0.5798807
50553,1,0.5649616
50554,0,0.3172894
50555,1,0.5367493
50556,0,0.22221056
50557,1,0.8551956
50558,1,0.6169512
50559,0,0.15496151
50560,0,0.22967917
50561,0,0.31188244
50562,1,0.5436967
50563,1,0.7784118
50564,0,0.021577762
50565,1,0.91785413
50566,0,0.0051603992
50567,0,0.07721841
50568,1,0.55873173
50569,1,0.93090636
50570,0,0.14390415
50571,1,0.59803146
50572,0,0.119196534
50573,0,0.12316482
50574,1,0.59943974
50575,1,0.62501484
50576,0,0.3154445
50577,0,0.01452697
50578,1,0.85070103
50579,0,0.12007833
50580,0,0.21347775
50581,1,0.7709409
50582,0,0.046391673
50583,1,0.72522223
50584,0,0.009699528
50585,0,4.44228e-05
50586,0,0.23654246
50587,1,0.7669297
50588,1,0.92064667
50589,1,0.64325523
50590,0,0.25018868
50591,0,0.3583224
50592,0,0.39187345
50593,0,0.412514
50594,0,0.13899983
50595,0,0.0035194247
50596,1,0.540252
50597,0,0.23197305
50598,0,0.4445913
50599,0,0.025196206
50600,0,0.16821858
50601,0,0.12537585
50602,0,0.058046687
50603,1,0.89693713
50604,1,0.708954
50605,0,0.10816184
50606,1,0.6385666
50607,0,0.15256508
50608,1,0.6237973
50609,1,0.7319006
50610,1,0.8607802
50611,0,0.08380221
50612,1,0.7614212
50613,1,0.5356758
50614,1,0.8632919
50615,0,0.39729193
50616,0,0.42461315
50617,0,0.010620381
50618,0,0.16618063
50619,0,0.0035096835
50620,1,0.8084934
50621,0,0.05727735
50622,0,0.14140989
50623,0,0.051967915
50624,0,0.43472943
50625,0,0.45990187
50626,1,0.82743067
50627,1,0.507358
50628,0,0.37577242
50629,1,0.7839517
50630,0,0.42000774
50631,0,0.16942753
50632,1,0.56640035
50633,0,0.022158321
50634,0,0.15010954
50635,1,0.5010125
50636,1,0.9415665
50637,0,0.031716853
50638,0,0.14438821
50639,0,0.4244191
50640,1,0.8788448
50641,0,0.21037969
50642,0,0.1367575
50643,1,0.61275077
50644,1,0.8391455
50645,1,0.6871359
50646,0,0.069884546
50647,0,0.06314209
50648,0,0.13958699
50649,1,0.72875756
50650,0,0.056799054
50651,1,0.8963393
50652,0,0.2428041
50653,1,0.6815852
50654,0,0.4589258
50655,1,0.80179477
50656,0,0.020552337
50657,0,0.49159715
50658,0,0.07514941
50659,0,0.08351545
50660,0,0.24300121
50661,1,0.83375514
50662,0,0.039358113
50663,0,0.24988578
50664,0,0.46909449
50665,0,0.24719977
50666,0,0.077751145
50667,0,0.023356028
50668,0,0.43797064
50669,1,0.6267866
50670,0,0.16370015
50671,0,0.22952704
50672,0,0.19403163
50673,0,0.14496435
50674,0,0.37045032
50675,0,0.006673674
50676,0,0.087264776
50677,0,0.1355054
50678,0,0.28917727
50679,1,0.92334104
50680,1,0.8350758
50681,1,0.93052006
50682,0,0.020674286
50683,1,0.8018326
50684,0,0.0035564594
50685,1,0.8546157
50686,0,0.43249205
50687,1,0.76866734
50688,1,0.5970674
50689,0,0.2645294
50690,0,0.06144773
50691,0,0.14909485
50692,0,0.24955234
50693,0,0.49980766
50694,0,0.15658732
50695,0,0.2795525
50696,0,0.3223464
50697,1,0.73540545
50698,1,0.75499874
50699,0,0.40584195
50700,0,0.040718723
50701,1,0.8421807
50702,0,0.23593964
50703,1,0.58781123
50704,0,0.028362991
50705,1,0.56477517
50706,0,0.31444317
50707,0,0.008937283
50708,1,0.7373279
50709,1,0.7218149
50710,1,0.92836136
50711,0,0.1490007
50712,0,0.41131204
50713,1,0.6502128
50714,1,0.8251923
50715,0,0.24075401
50716,1,0.597393
50717,0,0.3656029
50718,0,0.14141662
50719,1,0.88753045
50720,1,0.75658965
50721,0,0.3454357
50722,0,0.12452151
50723,1,0.825565
50724,0,0.20831494
50725,0,0.30105865
50726,1,0.749551
50727,1,0.6175257
50728,1,0.6968412
50729,1,0.912687
50730,1,0.6558564
50731,0,0.013955782
50732,0,0.36273897
50733,1,0.87711656
50734,0,0.012082172
50735,1,0.70065325
50736,1,0.5169425
50737,0,0.04395512
50738,1,0.5372582
50739,1,0.950762
50740,0,0.29605696
50741,0,0.21650337
50742,0,0.21704675
50743,1,0.5932557
50744,0,0.29957315
50745,0,0.0050291726
50746,0,0.24552667
50747,0,0.14159311
50748,0,0.27840602
50749,0,0.18383525
50750,0,0.09209725
50751,1,0.69334567
50752,1,0.6533235
50753,0,0.07556317
50754,0,0.26403517
50755,1,0.7447995
50756,1,0.5855365
50757,1,0.7879764
50758,0,0.04830617
50759,1,0.541507
50760,0,0.3050952
50761,0,0.11607946
50762,0,1.4359338e-32
50763,0,0.11293171
50764,0,0.051361278
50765,1,0.81693953
50766,0,0.422335
50767,0,0.013278023
50768,0,0.29569584
50769,0,0.03827347
50770,0,0.33315143
50771,0,0.07278701
50772,0,0.0113567775
50773,0,0.026334677
50774,0,0.18893343
50775,0,1.5584774e-05
50776,0,7.074343e-05
50777,0,0.4510126
50778,1,0.9024519
50779,0,0.3577114
50780,0,0.048574395
50781,1,0.7741153
50782,0,0.12492497
50783,0,0.08660008
50784,0,0.004171365
50785,0,0.31428316
50786,1,0.6173289
50787,1,0.95473844
50788,1,0.55457574
50789,0,0.15393423
50790,1,0.8050333
50791,0,0.07491404
50792,0,0.2608203
50793,0,0.122594
50794,1,0.685581
50795,0,0.36695474
50796,1,0.79370993
50797,0,0.059143845
50798,0,0.13750364
50799,0,0.11505047
50800,0,0.11879895
50801,1,0.86060023
50802,0,0.16577883
50803,0,0.2594644
50804,1,0.7085107
50805,0,0.1407567
50806,0,0.23385057
50807,0,0.4041517
50808,1,0.5097931
50809,0,0.15043388
50810,0,0.004865157
50811,0,0.008288968
50812,1,0.7409216
50813,0,0.16940722
50814,1,0.89826655
50815,0,0.0033957504
50816,0,0.11461827
50817,1,0.955051
50818,0,0.18064222
50819,0,0.13844167
50820,1,0.77761513
50821,1,0.9108981
50822,0,0.13098297
50823,0,0.12404556
50824,1,0.8863636
50825,1,0.5283371
50826,0,0.09407894
50827,1,0.564022
50828,0,0.44384608
50829,0,0.11629103
50830,0,0.118637
50831,0,0.014608901
50832,0,0.30607024
50833,0,0.19906121
50834,0,0.056591194
50835,1,0.9119733
50836,0,0.41394827
50837,1,0.7875074
50838,0,0.067758344
50839,0,0.3412001
50840,1,0.8716022
50841,1,0.7251068
50842,0,0.08829042
50843,1,0.90658057
50844,0,4.478999e-18
50845,0,0.26016155
50846,0,0.12002945
50847,0,0.32644162
50848,0,0.26695624
50849,1,0.5643527
50850,0,0.06660989
50851,1,0.7811448
50852,0,0.08421013
50853,0,0.21623491
50854,0,0.07408882
50855,1,0.9247729
50856,0,0.06574751
50857,1,0.85121757
50858,0,0.06580101
50859,0,0.39166075
50860,1,0.8474444
50861,0,0.4868905
50862,0,0.0010411136
50863,0,0.4252987
50864,1,0.62485504
50865,0,0.10763338
50866,1,0.77890384
50867,1,0.57436514
50868,1,0.8831443
50869,1,0.847891
50870,0,0.4434094
50871,1,0.6691265
50872,1,0.59621054
50873,1,0.75101924
50874,0,0.19361351
50875,0,0.31139204
50876,0,0.12974884
50877,1,0.7166852
50878,0,0.24179444
50879,0,0.23787759
50880,1,0.8917336
50881,1,0.5903022
50882,1,0.7380803
50883,0,0.2123802
50884,0,0.44072407
50885,0,0.13416316
50886,0,0.38675892
50887,1,0.7461102
50888,1,0.8460954
50889,0,6.094634e-20
50890,0,0.06761009
50891,1,0.7666595
50892,1,0.77849764
50893,0,0.32885575
50894,0,0.0055470313
50895,0,0.30379155
50896,1,0.58400583
50897,1,0.8452087
50898,0,0.105299324
50899,0,0.023227332
50900,0,0.37115717
50901,0,0.19294704
50902,0,0.43295616
50903,1,0.7264394
50904,0,0.42726332
50905,0,0.042710673
50906,1,0.7744721
50907,0,0.14346816
50908,0,0.42818725
